nome,telefone,valor_contribuido,forma_pagamento
Mariana Souza,(71) 95120-4263,0,Não contribuiu
Carlos Ferreira,(71) 91859-4264,75,Espécie
Mariana Melo,(71) 92404-4265,20,PIX
Renata Souza,(71) 98556-4266,45,Espécie
Renata Mendes,(71) 98117-4267,50,Espécie
Isabela Rocha,(71) 91211-4268,85,PIX
Renata Barbosa,(71) 96051-4269,40,PIX
Victor Pereira,(71) 98492-4270,100,PIX
Vanessa Silva,(71) 92104-4271,85,PIX
Paulo Martins,(71) 95791-4272,85,PIX
Mariana Mendes,(71) 93341-4273,55,Espécie
Mateus Martins,(71) 95972-4274,50,Espécie
Juliana Souza,(71) 99369-4275,80,Espécie
Thiago Nascimento,(71) 99507-4276,25,PIX
Mariana Martins,(71) 98211-4277,65,PIX
Vinícius Melo,(71) 99025-4278,0,Não contribuiu
Victor Ramos,(71) 98653-4279,95,PIX
Eduardo Martins,(71) 96092-4280,100,Espécie
Fábio Santos,(71) 98959-4281,35,Espécie
Yasmin Nascimento,(71) 97734-4282,70,PIX
Diego Ferreira,(71) 98180-4283,0,Não contribuiu
Juliana Rocha,(71) 95840-4284,0,Não contribuiu
João Barbosa,(71) 94526-4285,75,PIX
Samuel Martins,(71) 91898-4286,65,Espécie
Natália Silva,(71) 95355-4287,65,PIX
Vanessa Vieira,(71) 93645-4288,30,Espécie
Ana Ribeiro,(71) 97336-4289,20,Espécie
Yasmin Souza,(71) 92528-4290,0,Não contribuiu
Sofia Carvalho,(71) 93203-4291,0,Não contribuiu
Vanessa Melo,(71) 98343-4292,30,Espécie
Vanessa Ramos,(71) 93178-4293,0,Não contribuiu
Lucas Carvalho,(71) 98931-4294,25,Espécie
Fábio Rocha,(71) 96110-4295,90,Espécie
Larissa Santos,(71) 97650-4296,0,Não contribuiu
Lucas Martins,(71) 94346-4297,70,PIX
Vinícius Barbosa,(71) 97055-4298,35,PIX
Fernanda Lima,(71) 98786-4299,100,Espécie
Camila Almeida,(71) 92798-4300,90,PIX
Gabriel Ribeiro,(71) 92170-4301,35,Espécie
Juliana Melo,(71) 96553-4302,90,Espécie
Eduardo Rocha,(71) 95701-4303,70,PIX
Rafael Nascimento,(71) 98679-4304,50,Espécie
Vanessa Silva,(71) 94498-4305,40,PIX
Victor Moreira,(71) 97772-4306,85,PIX
Bruno Vieira,(71) 95847-4307,65,PIX
Mariana Ribeiro,(71) 95593-4308,80,PIX
Lucas Oliveira,(71) 91908-4309,100,Espécie
Gabriel Souza,(71) 95272-4310,55,Espécie
Renata Ramos,(71) 94002-4311,35,PIX
Yasmin Pereira,(71) 97940-4312,0,Não contribuiu
Renata Oliveira,(71) 98963-4313,100,Espécie
Samuel Ribeiro,(71) 97925-4314,25,Espécie
Beatriz Ribeiro,(71) 94270-4315,45,PIX
Fábio Barbosa,(71) 93229-4316,15,Espécie
Victor Costa,(71) 98406-4317,0,Não contribuiu
Mariana Oliveira,(71) 98680-4318,75,Espécie
João Oliveira,(71) 99201-4319,80,Espécie
Yasmin Santos,(71) 93564-4320,0,Não contribuiu
Mariana Nascimento,(71) 98758-4321,45,Espécie
Camila Pereira,(71) 99719-4322,0,Não contribuiu
Larissa Lima,(71) 92245-4323,30,PIX
Isabela Ferreira,(71) 93862-4324,70,Espécie
Sofia Oliveira,(71) 99476-4325,0,Não contribuiu
Helena Souza,(71) 99406-4326,90,PIX
Marcelo Rocha,(71) 95674-4327,0,Não contribuiu
Victor Martins,(71) 92475-4328,20,Espécie
Natália Souza,(71) 94075-4329,25,PIX
Beatriz Costa,(71) 92363-4330,65,PIX
Beatriz Mendes,(71) 96664-4331,80,PIX
Marcelo Melo,(71) 99163-4332,85,Espécie
Samuel Ramos,(71) 93436-4333,95,PIX
Renata Dias,(71) 94623-4334,0,Não contribuiu
Victor Mendes,(71) 96744-4335,60,Espécie
João Ramos,(71) 96779-4336,85,PIX
Eduardo Vieira,(71) 99383-4337,0,Não contribuiu
Simone Martins,(71) 99514-4338,55,Espécie
Aline Teixeira,(71) 92462-4339,90,PIX
Gustavo Almeida,(71) 98868-4340,45,Espécie
Daniel Silva,(71) 94813-4341,60,PIX
Fernanda Souza,(71) 98477-4342,35,PIX
João Costa,(71) 97707-4343,25,PIX
Bruno Lima,(71) 91749-4344,25,PIX
William Silva,(71) 95171-4345,45,Espécie
Rafael Melo,(71) 99749-4346,80,Espécie
Patrícia Barbosa,(71) 95390-4347,0,Não contribuiu
Gustavo Melo,(71) 97839-4348,50,Espécie
Yasmin Nascimento,(71) 97865-4349,30,PIX
Eduardo Silva,(71) 92981-4350,90,PIX
Victor Ribeiro,(71) 96719-4351,50,Espécie
Daniel Melo,(71) 96113-4352,0,Não contribuiu
Elaine Carvalho,(71) 91907-4353,70,Espécie
Diego Ramos,(71) 95504-4354,10,Espécie
Vinícius Santos,(71) 98661-4355,0,Não contribuiu
Bruno Oliveira,(71) 94086-4356,15,PIX
William Ramos,(71) 93910-4357,95,Espécie
Vinícius Lima,(71) 94790-4358,45,PIX
Simone Costa,(71) 97806-4359,85,Espécie
Simone Gomes,(71) 93886-4360,30,Espécie
Isabela Ferreira,(71) 94853-4361,50,PIX
Diego Melo,(71) 93411-4362,100,Espécie
Patrícia Mendes,(71) 97353-4363,35,PIX
Daniel Melo,(71) 92402-4364,55,PIX
Samuel Rocha,(71) 98268-4365,90,Espécie
Rafael Teixeira,(71) 91555-4366,20,PIX
João Santos,(71) 99471-4367,50,Espécie
William Dias,(71) 99691-4368,80,PIX
Daniel Oliveira,(71) 97591-4369,30,Espécie
Mateus Vieira,(71) 97073-4370,50,PIX
Camila Costa,(71) 91337-4371,90,Espécie
Larissa Nascimento,(71) 97559-4372,35,Espécie
Marcelo Nascimento,(71) 98187-4373,0,Não contribuiu
Fábio Oliveira,(71) 97018-4374,0,Não contribuiu
Rafael Almeida,(71) 96367-4375,45,Espécie
Vinícius Nascimento,(71) 94012-4376,0,Não contribuiu
Elaine Lima,(71) 95032-4377,30,PIX
Simone Gomes,(71) 96458-4378,0,Não contribuiu
Paulo Silva,(71) 91268-4379,60,PIX
Patrícia Pereira,(71) 94062-4380,50,Espécie
Sofia Melo,(71) 96706-4381,70,PIX
Yasmin Mendes,(71) 99045-4382,95,Espécie
João Ribeiro,(71) 92845-4383,80,PIX
Mariana Moreira,(71) 95349-4384,0,Não contribuiu
Gustavo Souza,(71) 97261-4385,50,PIX
Vanessa Gomes,(71) 94553-4386,0,Não contribuiu
Aline Martins,(71) 91589-4387,85,Espécie
Yasmin Carvalho,(71) 92069-4388,100,PIX
Daniel Vieira,(71) 96813-4389,45,PIX
Daniel Ramos,(71) 94474-4390,70,PIX
Fábio Mendes,(71) 93103-4391,0,Não contribuiu
Vanessa Melo,(71) 99644-4392,85,Espécie
Eduardo Nascimento,(71) 95359-4393,0,Não contribuiu
Marcelo Dias,(71) 92764-4394,45,PIX
Rodrigo Moreira,(71) 95879-4395,50,PIX
Juliana Mendes,(71) 93392-4396,25,Espécie
Bruno Almeida,(71) 97366-4397,60,Espécie
Simone Souza,(71) 95366-4398,65,PIX
Lucas Pereira,(71) 91934-4399,35,PIX
Marcelo Carvalho,(71) 96598-4400,25,Espécie
Fábio Gomes,(71) 92189-4401,25,PIX
Aline Almeida,(71) 94300-4402,40,Espécie
Ana Barbosa,(71) 99382-4403,70,Espécie
Marcelo Costa,(71) 99562-4404,15,PIX
Natália Moreira,(71) 94961-4405,65,Espécie
Vinícius Lima,(71) 92367-4406,40,PIX
Patrícia Lima,(71) 99330-4407,20,Espécie
Victor Pereira,(71) 92465-4408,0,Não contribuiu
Samuel Mendes,(71) 96407-4409,70,Espécie
Diego Carvalho,(71) 95053-4410,80,PIX
Gabriel Mendes,(71) 97975-4411,60,PIX
Marcelo Almeida,(71) 92350-4412,15,PIX
Aline Carvalho,(71) 94518-4413,0,Não contribuiu
William Almeida,(71) 91183-4414,95,Espécie
Juliana Melo,(71) 93977-4415,15,PIX
Elaine Rocha,(71) 95443-4416,95,PIX
Fábio Mendes,(71) 98037-4417,90,Espécie
Fábio Dias,(71) 93200-4418,0,Não contribuiu
Gabriel Nascimento,(71) 91814-4419,75,Espécie
Sofia Rocha,(71) 99951-4420,70,PIX
Thiago Silva,(71) 98329-4421,0,Não contribuiu
Patrícia Costa,(71) 98752-4422,50,PIX
Carlos Martins,(71) 91796-4423,55,PIX
Lucas Moreira,(71) 99598-4424,0,Não contribuiu
Sofia Mendes,(71) 94226-4425,40,PIX
Elaine Costa,(71) 94277-4426,0,Não contribuiu
Ana Lima,(71) 91620-4427,55,PIX
Vinícius Pereira,(71) 92969-4428,60,Espécie
Natália Almeida,(71) 96164-4429,0,Não contribuiu
Fernanda Melo,(71) 97533-4430,50,Espécie
Camila Moreira,(71) 91733-4431,100,Espécie
Daniel Ribeiro,(71) 93706-4432,80,PIX
João Costa,(71) 98983-4433,40,Espécie
Juliana Teixeira,(71) 95704-4434,75,Espécie
Bruno Barbosa,(71) 99486-4435,0,Não contribuiu
Lucas Ribeiro,(71) 95182-4436,0,Não contribuiu
Vanessa Souza,(71) 98775-4437,0,Não contribuiu
João Santos,(71) 94198-4438,15,Espécie
Juliana Pereira,(71) 95744-4439,35,Espécie
Elaine Lima,(71) 99821-4440,35,Espécie
Bruno Pereira,(71) 93026-4441,95,PIX
Ana Almeida,(71) 94504-4442,0,Não contribuiu
Renata Rocha,(71) 93104-4443,0,Não contribuiu
Camila Almeida,(71) 94650-4444,15,Espécie
Patrícia Souza,(71) 98187-4445,0,Não contribuiu
Larissa Martins,(71) 91346-4446,100,Espécie
Victor Gomes,(71) 93702-4447,90,Espécie
Helena Moreira,(71) 98603-4448,0,Não contribuiu
Victor Souza,(71) 93829-4449,0,Não contribuiu
Larissa Ramos,(71) 92366-4450,0,Não contribuiu
Mariana Moreira,(71) 98152-4451,25,Espécie
Lucas Ramos,(71) 97117-4452,90,PIX
Fernanda Ramos,(71) 92671-4453,0,Não contribuiu
Gabriel Barbosa,(71) 98216-4454,100,PIX
Patrícia Nascimento,(71) 93914-4455,15,PIX
Marcelo Oliveira,(71) 94471-4456,95,Espécie
Simone Ribeiro,(71) 99227-4457,35,Espécie
Thiago Dias,(71) 92998-4458,65,Espécie
Carlos Ribeiro,(71) 96884-4459,45,Espécie
Gabriel Ribeiro,(71) 97756-4460,60,Espécie
Patrícia Carvalho,(71) 98235-4461,25,Espécie
Lucas Ribeiro,(71) 98607-4462,15,PIX
William Ferreira,(71) 96636-4463,0,Não contribuiu
Helena Almeida,(71) 96648-4464,0,Não contribuiu
Fábio Pereira,(71) 92191-4465,0,Não contribuiu
Thiago Mendes,(71) 97915-4466,95,Espécie
Gabriel Almeida,(71) 95502-4467,60,Espécie
Elaine Mendes,(71) 94499-4468,100,PIX
William Almeida,(71) 94423-4469,90,PIX
Sofia Ribeiro,(71) 98549-4470,35,PIX
Daniel Ribeiro,(71) 93957-4471,0,Não contribuiu
Patrícia Ribeiro,(71) 93772-4472,20,PIX
Mariana Mendes,(71) 94021-4473,70,PIX
Natália Barbosa,(71) 99708-4474,0,Não contribuiu
Vanessa Costa,(71) 93036-4475,0,Não contribuiu
Gabriel Oliveira,(71) 97601-4476,15,PIX
Paulo Santos,(71) 93184-4477,60,Espécie
Beatriz Ferreira,(71) 94024-4478,0,Não contribuiu
Fernanda Melo,(71) 95971-4479,80,Espécie
Lucas Rocha,(71) 94432-4480,30,PIX
William Ribeiro,(71) 92071-4481,0,Não contribuiu
Larissa Costa,(71) 94750-4482,40,Espécie
Camila Melo,(71) 97171-4483,55,PIX
Isabela Ferreira,(71) 95656-4484,85,Espécie
Simone Lima,(71) 99232-4485,0,Não contribuiu
Isabela Moreira,(71) 97492-4486,15,PIX
Camila Barbosa,(71) 97381-4487,100,PIX
Lucas Carvalho,(71) 91604-4488,95,Espécie
Aline Martins,(71) 95904-4489,45,PIX
Natália Rocha,(71) 98581-4490,75,Espécie
Beatriz Dias,(71) 97992-4491,0,Não contribuiu
Thiago Ferreira,(71) 95788-4492,85,PIX
Carlos Moreira,(71) 91848-4493,0,Não contribuiu
Natália Ribeiro,(71) 91412-4494,15,Espécie
Camila Gomes,(71) 97977-4495,25,Espécie
Eduardo Melo,(71) 99590-4496,60,Espécie
Elaine Carvalho,(71) 97029-4497,0,Não contribuiu
Sofia Lima,(71) 99084-4498,0,Não contribuiu
Daniel Moreira,(71) 93139-4499,0,Não contribuiu
Lucas Pereira,(71) 95249-4500,35,Espécie
Aline Barbosa,(71) 95995-4501,100,PIX
Mateus Souza,(71) 95541-4502,45,PIX
Isabela Gomes,(71) 94739-4503,45,PIX
Elaine Moreira,(71) 96614-4504,40,Espécie
Beatriz Gomes,(71) 98640-4505,50,Espécie
Victor Silva,(71) 94320-4506,40,PIX
Diego Mendes,(71) 92072-4507,80,PIX
Rafael Lima,(71) 96818-4508,40,PIX
Thiago Rocha,(71) 95013-4509,75,Espécie
Aline Almeida,(71) 97336-4510,100,PIX
Ana Silva,(71) 93091-4511,80,Espécie
Lucas Santos,(71) 91070-4512,80,PIX
Patrícia Souza,(71) 95315-4513,10,PIX
Renata Dias,(71) 93742-4514,50,PIX
Mariana Souza,(71) 99637-4515,10,Espécie
Rafael Ramos,(71) 98135-4516,70,PIX
Samuel Ferreira,(71) 93448-4517,95,PIX
Daniel Ferreira,(71) 95562-4518,85,Espécie
Renata Ramos,(71) 93316-4519,40,Espécie
Victor Nascimento,(71) 93183-4520,10,Espécie
Lucas Barbosa,(71) 91977-4521,0,Não contribuiu
Eduardo Barbosa,(71) 98993-4522,20,Espécie
Marcelo Mendes,(71) 97399-4523,0,Não contribuiu
William Lima,(71) 95254-4524,10,PIX
Gustavo Ramos,(71) 99449-4525,60,Espécie
Helena Pereira,(71) 95953-4526,65,Espécie
Elaine Moreira,(71) 99329-4527,0,Não contribuiu
Lucas Moreira,(71) 98177-4528,55,PIX
Rodrigo Ribeiro,(71) 93797-4529,15,PIX
Vanessa Rocha,(71) 94927-4530,40,Espécie
Thiago Mendes,(71) 99567-4531,0,Não contribuiu
Aline Mendes,(71) 97528-4532,45,PIX
Larissa Santos,(71) 93193-4533,0,Não contribuiu
Rafael Lima,(71) 96901-4534,95,Espécie
Elaine Rocha,(71) 95797-4535,10,PIX
Helena Vieira,(71) 95178-4536,85,PIX
Vinícius Nascimento,(71) 98599-4537,75,Espécie
Vanessa Costa,(71) 96012-4538,85,Espécie
Vanessa Ribeiro,(71) 94680-4539,95,Espécie
Yasmin Silva,(71) 99996-4540,55,PIX
Samuel Gomes,(71) 91999-4541,90,Espécie
Mateus Costa,(71) 95214-4542,80,Espécie
Carlos Carvalho,(71) 91145-4543,55,PIX
William Almeida,(71) 95852-4544,70,PIX
Beatriz Ferreira,(71) 98376-4545,75,PIX
Vinícius Almeida,(71) 91327-4546,0,Não contribuiu
Simone Ribeiro,(71) 92808-4547,0,Não contribuiu
Ana Melo,(71) 95586-4548,80,PIX
Bruno Mendes,(71) 96153-4549,60,Espécie
Gustavo Santos,(71) 96953-4550,0,Não contribuiu
João Gomes,(71) 93031-4551,55,PIX
Bruno Silva,(71) 98996-4552,75,PIX
Lucas Barbosa,(71) 96539-4553,45,PIX
Thiago Gomes,(71) 96345-4554,15,PIX
Vanessa Ramos,(71) 93009-4555,50,PIX
Gabriel Oliveira,(71) 98554-4556,15,PIX
Natália Santos,(71) 99862-4557,65,PIX
Bruno Nascimento,(71) 98843-4558,55,PIX
Vinícius Silva,(71) 97530-4559,0,Não contribuiu
Victor Gomes,(71) 95541-4560,0,Não contribuiu
Simone Silva,(71) 98729-4561,0,Não contribuiu
Mateus Almeida,(71) 96119-4562,0,Não contribuiu
William Nascimento,(71) 92604-4563,100,PIX
Daniel Lima,(71) 96993-4564,50,Espécie
Renata Mendes,(71) 91444-4565,0,Não contribuiu
Elaine Nascimento,(71) 95076-4566,90,PIX
Gabriel Mendes,(71) 91021-4567,60,Espécie
Camila Moreira,(71) 99282-4568,90,Espécie
Bruno Nascimento,(71) 98390-4569,40,Espécie
Renata Melo,(71) 93098-4570,40,Espécie
Diego Santos,(71) 91507-4571,0,Não contribuiu
Gabriel Ferreira,(71) 99350-4572,70,PIX
Vanessa Rocha,(71) 99805-4573,65,Espécie
Rodrigo Pereira,(71) 91758-4574,85,Espécie
Patrícia Silva,(71) 96522-4575,15,Espécie
Patrícia Rocha,(71) 94279-4576,95,Espécie
Gustavo Lima,(71) 93964-4577,30,Espécie
Renata Barbosa,(71) 94610-4578,10,Espécie
Mateus Rocha,(71) 94173-4579,75,PIX
Ana Moreira,(71) 94896-4580,80,PIX
Camila Melo,(71) 95763-4581,0,Não contribuiu
Helena Costa,(71) 92062-4582,40,Espécie
Renata Pereira,(71) 94510-4583,30,Espécie
Gabriel Rocha,(71) 92072-4584,85,PIX
Yasmin Ferreira,(71) 96200-4585,65,PIX
Beatriz Mendes,(71) 91178-4586,60,Espécie
Sofia Teixeira,(71) 92126-4587,0,Não contribuiu
Helena Dias,(71) 94099-4588,80,Espécie
Renata Gomes,(71) 98438-4589,80,Espécie
Beatriz Oliveira,(71) 95203-4590,75,PIX
Fernanda Santos,(71) 96771-4591,25,Espécie
Mateus Ferreira,(71) 95615-4592,0,Não contribuiu
Aline Costa,(71) 92851-4593,0,Não contribuiu
Renata Carvalho,(71) 95197-4594,90,Espécie
Ana Teixeira,(71) 99181-4595,0,Não contribuiu
Rodrigo Lima,(71) 97349-4596,30,PIX
Diego Carvalho,(71) 94963-4597,65,PIX
Vanessa Ribeiro,(71) 99387-4598,80,PIX
Vinícius Martins,(71) 95087-4599,45,PIX
Carlos Pereira,(71) 93113-4600,20,PIX
Eduardo Ferreira,(71) 94634-4601,85,Espécie
Renata Melo,(71) 91659-4602,40,Espécie
Juliana Ribeiro,(71) 95681-4603,90,PIX
Camila Rocha,(71) 93642-4604,75,Espécie
Daniel Ribeiro,(71) 92072-4605,0,Não contribuiu
Eduardo Carvalho,(71) 98472-4606,100,Espécie
Thiago Souza,(71) 98354-4607,45,PIX
Bruno Dias,(71) 92275-4608,10,PIX
Mariana Melo,(71) 97582-4609,55,PIX
Fernanda Almeida,(71) 94857-4610,0,Não contribuiu
Mariana Teixeira,(71) 96593-4611,45,Espécie
Aline Dias,(71) 91681-4612,40,Espécie
Vinícius Almeida,(71) 91782-4613,40,Espécie
Renata Teixeira,(71) 91172-4614,0,Não contribuiu
Mateus Ferreira,(71) 95281-4615,0,Não contribuiu
Thiago Teixeira,(71) 93241-4616,0,Não contribuiu
Vanessa Martins,(71) 94512-4617,10,PIX
Vinícius Souza,(71) 91417-4618,0,Não contribuiu
Camila Pereira,(71) 97995-4619,45,Espécie
Fernanda Ramos,(71) 92858-4620,10,Espécie
Vinícius Barbosa,(71) 97746-4621,50,PIX
João Moreira,(71) 95880-4622,65,PIX
Mateus Almeida,(71) 91525-4623,50,PIX
Samuel Santos,(71) 99157-4624,35,Espécie
Renata Ribeiro,(71) 98861-4625,0,Não contribuiu
Isabela Rocha,(71) 91539-4626,75,PIX
Patrícia Teixeira,(71) 97900-4627,30,Espécie
Lucas Lima,(71) 94159-4628,20,PIX
João Ribeiro,(71) 92877-4629,0,Não contribuiu
Aline Rocha,(71) 95860-4630,10,Espécie
Vinícius Lima,(71) 94780-4631,30,PIX
Sofia Melo,(71) 98008-4632,15,Espécie
Marcelo Ribeiro,(71) 99370-4633,0,Não contribuiu
Thiago Rocha,(71) 91145-4634,25,PIX
Eduardo Gomes,(71) 92956-4635,0,Não contribuiu
Larissa Pereira,(71) 98549-4636,20,Espécie
Aline Costa,(71) 95765-4637,35,PIX
Rafael Almeida,(71) 93733-4638,95,PIX
Beatriz Martins,(71) 97023-4639,15,Espécie
Sofia Ribeiro,(71) 96250-4640,30,PIX
Larissa Carvalho,(71) 92596-4641,25,PIX
Simone Gomes,(71) 96535-4642,30,PIX
Ana Gomes,(71) 99923-4643,0,Não contribuiu
Larissa Souza,(71) 93219-4644,15,Espécie
Mariana Teixeira,(71) 95106-4645,45,Espécie
Carlos Nascimento,(71) 91678-4646,80,PIX
Isabela Moreira,(71) 96457-4647,25,PIX
Aline Rocha,(71) 93101-4648,75,PIX
Ana Ferreira,(71) 95224-4649,45,PIX
Carlos Ribeiro,(71) 97086-4650,15,PIX
Marcelo Ramos,(71) 94823-4651,15,Espécie
Marcelo Costa,(71) 97697-4652,90,PIX
Renata Barbosa,(71) 95513-4653,80,PIX
Victor Carvalho,(71) 97885-4654,35,PIX
William Costa,(71) 97937-4655,35,PIX
Bruno Vieira,(71) 92597-4656,15,PIX
Mariana Souza,(71) 91261-4657,60,PIX
Camila Lima,(71) 98990-4658,30,PIX
Fábio Costa,(71) 99091-4659,20,Espécie
Rodrigo Nascimento,(71) 98329-4660,95,Espécie
Larissa Martins,(71) 93916-4661,40,PIX
Marcelo Almeida,(71) 99646-4662,35,Espécie
Rodrigo Pereira,(71) 96964-4663,95,PIX
Victor Silva,(71) 98759-4664,25,PIX
Patrícia Souza,(71) 91108-4665,35,PIX
Larissa Ribeiro,(71) 93479-4666,85,Espécie
Gustavo Dias,(71) 91697-4667,40,PIX
Larissa Mendes,(71) 96842-4668,0,Não contribuiu
Marcelo Almeida,(71) 92724-4669,0,Não contribuiu
Ana Nascimento,(71) 98434-4670,70,PIX
Paulo Gomes,(71) 93788-4671,45,Espécie
Thiago Ferreira,(71) 97854-4672,35,Espécie
Renata Oliveira,(71) 96776-4673,50,Espécie
Larissa Moreira,(71) 91537-4674,50,PIX
Marcelo Vieira,(71) 91376-4675,50,PIX
Natália Vieira,(71) 97736-4676,55,Espécie
Paulo Gomes,(71) 94207-4677,65,Espécie
Juliana Costa,(71) 99724-4678,90,Espécie
Isabela Moreira,(71) 95221-4679,0,Não contribuiu
Mariana Mendes,(71) 99896-4680,45,Espécie
Samuel Vieira,(71) 94999-4681,0,Não contribuiu
Larissa Barbosa,(71) 93369-4682,70,Espécie
Renata Rocha,(71) 93582-4683,0,Não contribuiu
Isabela Moreira,(71) 95260-4684,0,Não contribuiu
Yasmin Santos,(71) 99432-4685,0,Não contribuiu
Gustavo Souza,(71) 97623-4686,30,Espécie
Marcelo Costa,(71) 92999-4687,0,Não contribuiu
Gabriel Pereira,(71) 95215-4688,100,Espécie
Sofia Vieira,(71) 99415-4689,0,Não contribuiu
Helena Almeida,(71) 95185-4690,100,PIX
Eduardo Rocha,(71) 99789-4691,0,Não contribuiu
Gabriel Moreira,(71) 93802-4692,25,Espécie
Thiago Martins,(71) 95271-4693,0,Não contribuiu
Elaine Mendes,(71) 98966-4694,40,Espécie
Samuel Dias,(71) 95107-4695,90,PIX
Daniel Rocha,(71) 92862-4696,15,PIX
Gustavo Oliveira,(71) 97835-4697,95,PIX
Rafael Ferreira,(71) 99098-4698,40,PIX
Mariana Ferreira,(71) 93223-4699,25,Espécie
Eduardo Santos,(71) 93374-4700,20,Espécie
Samuel Nascimento,(71) 96364-4701,25,PIX
Gustavo Dias,(71) 93141-4702,60,Espécie
Mariana Ribeiro,(71) 92560-4703,45,Espécie
Isabela Moreira,(71) 99141-4704,25,PIX
Rodrigo Nascimento,(71) 96184-4705,70,Espécie
Mariana Vieira,(71) 98587-4706,20,PIX
Daniel Santos,(71) 91215-4707,0,Não contribuiu
Natália Ferreira,(71) 91100-4708,10,Espécie
Bruno Ribeiro,(71) 96140-4709,25,PIX
Aline Moreira,(71) 96791-4710,45,PIX
Daniel Pereira,(71) 95224-4711,30,PIX
João Melo,(71) 94722-4712,40,PIX
Simone Costa,(71) 96815-4713,55,Espécie
Renata Barbosa,(71) 92442-4714,75,Espécie
Simone Rocha,(71) 95538-4715,20,PIX
Rafael Almeida,(71) 98294-4716,30,Espécie
Eduardo Vieira,(71) 99214-4717,65,Espécie
João Lima,(71) 92009-4718,0,Não contribuiu
Daniel Ferreira,(71) 91267-4719,65,PIX
Elaine Costa,(71) 97880-4720,80,Espécie
Fábio Vieira,(71) 94983-4721,35,Espécie
Daniel Ferreira,(71) 98411-4722,0,Não contribuiu
Vanessa Lima,(71) 98821-4723,0,Não contribuiu
Natália Gomes,(71) 96725-4724,20,Espécie
Rodrigo Mendes,(71) 93297-4725,45,Espécie
Elaine Martins,(71) 91023-4726,55,PIX
Gabriel Martins,(71) 92597-4727,85,Espécie
Natália Melo,(71) 95651-4728,70,Espécie
Carlos Melo,(71) 92573-4729,100,PIX
Simone Teixeira,(71) 99560-4730,10,PIX
Eduardo Souza,(71) 92887-4731,80,PIX
Natália Lima,(71) 96885-4732,0,Não contribuiu
Paulo Teixeira,(71) 93205-4733,70,Espécie
Bruno Ferreira,(71) 93305-4734,0,Não contribuiu
Marcelo Silva,(71) 97982-4735,95,PIX
Simone Martins,(71) 97240-4736,0,Não contribuiu
Gabriel Melo,(71) 95055-4737,0,Não contribuiu
Renata Souza,(71) 94196-4738,10,Espécie
Paulo Ramos,(71) 98517-4739,0,Não contribuiu
Mariana Rocha,(71) 97955-4740,0,Não contribuiu
Beatriz Moreira,(71) 98522-4741,10,PIX
Gustavo Gomes,(71) 91772-4742,75,Espécie
Gabriel Teixeira,(71) 99013-4743,60,Espécie
Natália Martins,(71) 95654-4744,0,Não contribuiu
Daniel Vieira,(71) 97437-4745,30,PIX
Patrícia Vieira,(71) 95709-4746,55,PIX
Victor Souza,(71) 91258-4747,15,PIX
Vanessa Pereira,(71) 96422-4748,0,Não contribuiu
Yasmin Costa,(71) 92848-4749,0,Não contribuiu
Carlos Souza,(71) 91334-4750,80,PIX
Simone Costa,(71) 98995-4751,20,PIX
Marcelo Moreira,(71) 96602-4752,90,PIX
Ana Almeida,(71) 96107-4753,70,PIX
William Ferreira,(71) 96959-4754,20,PIX
Mateus Silva,(71) 91080-4755,95,PIX
Ana Carvalho,(71) 91691-4756,55,PIX
Eduardo Costa,(71) 98223-4757,80,Espécie
Isabela Martins,(71) 94928-4758,35,PIX
Rodrigo Lima,(71) 94428-4759,90,PIX
William Almeida,(71) 91587-4760,0,Não contribuiu
Carlos Nascimento,(71) 92881-4761,65,PIX
Carlos Moreira,(71) 93237-4762,30,Espécie
Renata Oliveira,(71) 98944-4763,85,PIX
Eduardo Nascimento,(71) 95306-4764,65,Espécie
Lucas Nascimento,(71) 97320-4765,85,PIX
Beatriz Vieira,(71) 92726-4766,50,PIX
Rodrigo Costa,(71) 96658-4767,80,PIX
Paulo Gomes,(71) 99849-4768,50,PIX
Yasmin Costa,(71) 99056-4769,60,PIX
William Santos,(71) 97540-4770,50,Espécie
Beatriz Moreira,(71) 98293-4771,0,Não contribuiu
Beatriz Martins,(71) 99577-4772,60,Espécie
Carlos Gomes,(71) 91216-4773,40,PIX
Mateus Nascimento,(71) 93279-4774,40,PIX
Lucas Nascimento,(71) 92505-4775,75,Espécie
Marcelo Costa,(71) 97829-4776,0,Não contribuiu
Fernanda Oliveira,(71) 98484-4777,30,Espécie
Camila Pereira,(71) 96913-4778,0,Não contribuiu
Fábio Santos,(71) 97002-4779,100,Espécie
Beatriz Gomes,(71) 91697-4780,45,Espécie
Rodrigo Nascimento,(71) 94952-4781,0,Não contribuiu
Fernanda Lima,(71) 94531-4782,0,Não contribuiu
Isabela Moreira,(71) 98044-4783,0,Não contribuiu
Marcelo Mendes,(71) 93117-4784,0,Não contribuiu
William Santos,(71) 92723-4785,10,PIX
Bruno Teixeira,(71) 94213-4786,0,Não contribuiu
Beatriz Nascimento,(71) 91258-4787,100,PIX
Gustavo Vieira,(71) 96292-4788,15,PIX
Daniel Vieira,(71) 98138-4789,0,Não contribuiu
Bruno Teixeira,(71) 99645-4790,10,Espécie
Mateus Gomes,(71) 97160-4791,50,PIX
Eduardo Ferreira,(71) 92719-4792,65,Espécie
Helena Mendes,(71) 93340-4793,0,Não contribuiu
Juliana Ribeiro,(71) 93110-4794,80,Espécie
